@RELATION 'LOAN'

@ATTRIBUTE 'Gender'	NUMERIC
@ATTRIBUTE 'Married'	NUMERIC
@ATTRIBUTE 'Dependents'	NUMERIC
@ATTRIBUTE 'Education'	NUMERIC
@ATTRIBUTE 'Self_Employed'	NUMERIC
@ATTRIBUTE 'ApplicantIncome'	NUMERIC
@ATTRIBUTE 'CoapplicantIncome'	NUMERIC
@ATTRIBUTE 'LoanAmount'	NUMERIC
@ATTRIBUTE 'Loan_Amount_Term'	NUMERIC
@ATTRIBUTE 'Credit_History'	NUMERIC
@ATTRIBUTE 'Property_Area'	NUMERIC
@ATTRIBUTE 'Loan_Status'	{1.0,2.0}

@DATA
1.0,2.0,1.0,2.0,1.0,1958.0,2436.0,131.0,360.0,2.0,3.0,2.0
1.0,2.0,3.0,2.0,1.0,2071.0,754.0,94.0,480.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,4946.114273,0.0,124.336615,360.0,1.0,2.0,1.0
2.0,1.0,0.0,1.0,-1.0,3418.0,0.0,135.0,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,20833.0,6667.0,480.0,360.0,-1.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,2814.910704,0.0,65.959656,43.984975,1.0,1.0,1.0
1.0,1.0,0.0,2.0,1.0,3598.0,1287.0,100.0,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,3260.564624,1268.793739,126.830853,360.0,1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,2625.0,6250.0,187.0,360.0,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,3418.0,0.0,127.273201,360.0,2.0,3.0,1.0
1.0,2.0,3.0,1.0,1.0,8750.0,4996.0,130.0,360.0,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,3507.387313,0.0,128.143184,148.623248,2.0,2.0,1.0
2.0,1.0,1.0,2.0,-1.0,5191.0,0.0,132.0,360.0,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,5391.0,0.0,130.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,5488.0,0.0,125.0,360.0,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,2439.0,3333.0,129.0,360.0,2.0,3.0,2.0
1.0,2.0,3.0,2.0,2.0,5703.0,0.0,130.0,360.0,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,1025.0,5500.0,216.0,360.0,-1.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,8651.049439,0.0,196.626519,339.061117,2.0,2.0,1.0
1.0,2.0,0.0,1.0,1.0,2454.79457,2327.27912,152.745699,226.016271,1.0,1.0,1.0
1.0,2.0,1.0,2.0,1.0,3500.0,1083.0,135.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,18525.121098,1676.264124,504.491306,360.0,2.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,33846.0,0.0,260.0,360.0,2.0,2.0,1.0
1.0,2.0,1.0,2.0,1.0,2492.0,2375.0,-1.0,360.0,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,6329.333658,1735.479574,239.307705,20.607865,2.0,3.0,1.0
1.0,2.0,1.0,1.0,2.0,1000.0,3022.0,110.0,360.0,2.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,4130.622547,0.0,45.143064,324.59759,2.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,9954.085113,4087.445792,257.199,296.982169,1.0,3.0,1.0
2.0,1.0,0.0,1.0,1.0,1787.344848,1358.768,101.925887,315.703531,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,4860.0,830.0,125.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,-1.0,5746.0,0.0,255.0,360.0,-1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,2417.143796,0.0,34.094196,463.972063,2.0,1.0,1.0
1.0,2.0,3.0,1.0,1.0,6461.615857,13684.449983,223.968403,360.0,2.0,1.0,1.0
1.0,2.0,0.0,1.0,-1.0,3539.0,1376.0,55.0,360.0,2.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,8080.0,2250.0,180.0,360.0,2.0,1.0,2.0
1.0,1.0,-1.0,1.0,1.0,2833.0,0.0,71.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,2587.24881,1765.279867,129.489843,308.950702,2.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,1025.0,2773.0,112.0,360.0,2.0,3.0,2.0
1.0,2.0,3.0,2.0,1.0,4755.0,0.0,95.0,-1.0,1.0,2.0,1.0
1.0,2.0,1.0,1.0,2.0,10000.0,0.0,155.0,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,4750.0,2333.0,130.0,360.0,2.0,1.0,2.0
1.0,2.0,2.0,2.0,1.0,6125.0,1625.0,187.0,480.0,2.0,2.0,1.0
1.0,1.0,1.0,2.0,1.0,3596.0,0.0,100.0,240.0,-1.0,1.0,2.0
1.0,2.0,0.0,2.0,1.0,1800.0,2934.0,93.0,360.0,1.0,1.0,1.0
1.0,2.0,0.0,2.0,1.0,4887.0,0.0,133.0,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,3173.0,3021.0,137.0,360.0,2.0,1.0,2.0
2.0,1.0,1.0,1.0,1.0,13262.0,0.0,40.0,360.0,2.0,1.0,2.0
2.0,2.0,2.0,1.0,1.0,4283.0,2383.0,127.0,360.0,-1.0,2.0,2.0
1.0,2.0,1.0,2.0,1.0,2510.0,1983.0,140.0,180.0,2.0,1.0,1.0
1.0,2.0,3.0,1.0,1.0,4281.0,0.0,100.0,360.0,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,3472.843952,0.0,84.511483,360.0,2.0,3.0,1.0
1.0,2.0,1.0,2.0,1.0,3399.0,1640.0,111.0,180.0,2.0,1.0,2.0
1.0,1.0,0.0,2.0,1.0,3200.0,2254.0,126.0,180.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,3858.0,0.0,76.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,-1.0,7081.505158,0.0,139.797842,360.0,2.0,1.0,1.0
2.0,1.0,0.0,1.0,1.0,2378.0,0.0,46.0,360.0,2.0,3.0,1.0
1.0,2.0,2.0,1.0,2.0,6000.0,0.0,205.0,240.0,2.0,2.0,1.0
1.0,2.0,0.0,2.0,1.0,2765.72482,3802.952679,170.300088,198.596999,1.0,1.0,1.0
2.0,1.0,0.0,1.0,1.0,2995.0,0.0,60.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,7578.0,1010.0,175.0,-1.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,5417.0,0.0,168.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,2297.0,1522.0,104.0,360.0,2.0,1.0,2.0
1.0,2.0,1.0,2.0,1.0,2600.0,2500.0,90.0,360.0,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,5185.0,0.0,155.0,360.0,2.0,2.0,2.0
2.0,1.0,0.0,2.0,1.0,2213.0,0.0,66.0,360.0,2.0,3.0,2.0
2.0,1.0,0.0,2.0,1.0,1963.0,0.0,53.0,360.0,2.0,2.0,2.0
1.0,2.0,3.0,1.0,1.0,1338.481462,27530.823592,300.242855,288.493461,2.0,1.0,1.0
1.0,1.0,1.0,2.0,2.0,4053.0,2426.0,158.0,360.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,9166.0,0.0,244.0,360.0,2.0,1.0,1.0
1.0,2.0,1.0,2.0,1.0,2661.0,7101.0,279.0,180.0,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,1811.0,1666.0,54.0,360.0,2.0,1.0,2.0
1.0,2.0,2.0,1.0,1.0,2947.0,1603.0,-1.0,360.0,2.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,6000.0,2250.0,265.0,360.0,-1.0,2.0,1.0
1.0,2.0,1.0,1.0,1.0,3089.0,1280.0,121.0,360.0,1.0,2.0,1.0
1.0,2.0,-1.0,1.0,1.0,5116.0,1451.0,165.0,360.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.0,4692.0,0.0,106.0,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,2333.0,2417.0,136.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,2.0,3459.0,0.0,25.0,120.0,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,2167.0,2400.0,115.0,360.0,2.0,1.0,2.0
1.0,1.0,0.0,1.0,2.0,10416.0,0.0,187.0,360.0,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,7365.404781,0.0,240.19105,360.0,2.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,4239.816348,4625.897808,203.075978,360.0,2.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,2750.0,1842.0,115.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,3500.0,0.0,81.0,300.0,2.0,2.0,2.0
1.0,2.0,2.0,1.0,-1.0,5000.0,0.0,72.0,360.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,2.0,6950.0,0.0,175.0,180.0,2.0,2.0,2.0
1.0,2.0,2.0,1.0,2.0,9323.0,7873.0,380.0,300.0,2.0,3.0,2.0
1.0,2.0,3.0,1.0,1.0,6417.0,0.0,157.0,180.0,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,10833.0,0.0,234.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3246.0,1417.0,138.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,4917.0,0.0,130.0,360.0,1.0,3.0,2.0
1.0,2.0,1.0,2.0,1.0,2239.0,2524.0,128.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,3361.744782,1874.300892,144.134915,360.0,1.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,6065.0,2004.0,250.0,360.0,2.0,2.0,2.0
-1.0,1.0,3.0,1.0,2.0,9357.0,0.0,292.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,5008.167628,0.0,100.668504,360.0,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,3213.985849,2223.875777,128.351944,287.403634,1.0,1.0,1.0
1.0,2.0,2.0,1.0,1.0,5819.0,5000.0,120.0,360.0,2.0,3.0,2.0
1.0,2.0,1.0,1.0,2.0,8666.0,4983.0,376.0,360.0,1.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,6875.0,0.0,200.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2698.0,2034.0,122.0,360.0,2.0,2.0,2.0
2.0,1.0,3.0,2.0,1.0,1830.0,0.0,-1.0,360.0,1.0,1.0,1.0
2.0,2.0,1.0,1.0,2.0,11500.0,0.0,286.0,360.0,1.0,1.0,1.0
2.0,2.0,0.0,2.0,2.0,7142.0,0.0,138.0,360.0,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,4166.0,0.0,116.0,360.0,1.0,2.0,1.0
1.0,2.0,0.0,1.0,1.0,5755.91342,2244.614683,184.331745,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,3593.0,4266.0,132.0,180.0,1.0,3.0,1.0
2.0,2.0,0.0,1.0,1.0,2330.0,4486.0,100.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,6397.1228,0.0,36.679146,360.0,1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,6206.358382,13591.500351,232.607908,360.0,2.0,1.0,1.0
1.0,1.0,-1.0,1.0,1.0,2987.0,0.0,88.0,360.0,1.0,2.0,1.0
1.0,2.0,2.0,1.0,1.0,3019.150804,1737.032126,103.960268,398.526799,1.0,1.0,1.0
2.0,2.0,0.0,1.0,1.0,4583.0,0.0,112.0,360.0,2.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,4166.0,0.0,98.0,360.0,1.0,2.0,1.0
1.0,2.0,0.0,1.0,1.0,2083.0,3150.0,128.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,517.170107,1958.704244,118.259602,360.0,2.0,1.0,1.0
2.0,2.0,0.0,2.0,1.0,2149.0,3237.0,178.0,360.0,1.0,2.0,1.0
1.0,1.0,0.0,2.0,1.0,6173.567561,0.0,156.371595,360.0,1.0,3.0,1.0
1.0,2.0,2.0,2.0,1.0,3601.0,1590.0,-1.0,360.0,2.0,3.0,2.0
1.0,2.0,1.0,1.0,1.0,3400.0,2500.0,173.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,2.0,1.0,2333.0,1451.0,102.0,480.0,1.0,1.0,1.0
1.0,2.0,3.0,1.0,1.0,39999.0,0.0,600.0,180.0,1.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,4680.0,2087.0,-1.0,360.0,2.0,2.0,1.0
1.0,1.0,1.0,1.0,-1.0,3667.0,0.0,113.0,180.0,2.0,1.0,2.0
1.0,2.0,3.0,2.0,1.0,4931.0,0.0,128.0,360.0,-1.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,3183.606963,0.0,99.785634,360.0,2.0,1.0,1.0
2.0,2.0,2.0,1.0,1.0,14866.0,0.0,70.0,360.0,2.0,1.0,2.0
1.0,2.0,1.0,1.0,1.0,3333.0,3250.0,158.0,360.0,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,10408.0,0.0,259.0,360.0,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,4256.101132,0.0,119.301663,360.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,14999.0,0.0,242.0,360.0,1.0,2.0,1.0
1.0,2.0,2.0,1.0,1.0,3153.0,1560.0,134.0,360.0,2.0,1.0,2.0
1.0,2.0,2.0,2.0,1.0,3987.0,1411.0,157.0,360.0,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,2667.0,1625.0,84.0,360.0,-1.0,1.0,2.0
1.0,1.0,0.0,2.0,1.0,6378.219582,0.0,146.033664,360.0,1.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,5815.0,3666.0,311.0,360.0,2.0,3.0,1.0
1.0,1.0,0.0,2.0,1.0,2717.0,0.0,60.0,180.0,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,2965.0,5701.0,155.0,60.0,2.0,1.0,2.0
-1.0,1.0,0.0,1.0,1.0,4750.0,0.0,94.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3741.853285,4902.414913,149.054929,111.751768,1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,3013.0,3033.0,95.0,300.0,-1.0,1.0,2.0
1.0,2.0,2.0,1.0,1.0,4708.0,1387.0,150.0,360.0,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,2214.0,1398.0,85.0,360.0,-1.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,7664.141215,0.0,154.702538,360.0,1.0,1.0,1.0
1.0,2.0,3.0,1.0,1.0,3167.0,4000.0,180.0,300.0,1.0,2.0,1.0
2.0,1.0,0.0,1.0,1.0,3086.0,0.0,120.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,2950.254956,3390.416528,42.862811,360.0,1.0,1.0,1.0
2.0,2.0,0.0,1.0,1.0,2423.0,505.0,130.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2425.0,2340.0,143.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,1964.378843,6448.151841,69.3431,320.105603,2.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,12533.5841,2676.904868,316.120347,360.0,2.0,3.0,1.0
1.0,2.0,3.0,2.0,2.0,7100.0,0.0,125.0,60.0,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,5000.0,2541.0,151.0,480.0,2.0,3.0,1.0
1.0,1.0,3.0,1.0,1.0,12500.0,3000.0,320.0,360.0,2.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,3458.210279,0.0,103.913541,360.0,1.0,1.0,1.0
-1.0,2.0,3.0,1.0,1.0,51763.0,0.0,700.0,300.0,2.0,1.0,2.0
1.0,1.0,0.0,2.0,1.0,4885.0,0.0,48.0,360.0,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,2958.0,2900.0,131.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,2.0,1.0,2927.0,2405.0,111.0,360.0,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,7583.0,0.0,187.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,2.0,1.0,3406.0,4417.0,123.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,3494.261229,0.0,128.881753,360.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,4843.0,3806.0,151.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,8750.0,4167.0,308.0,360.0,2.0,3.0,1.0
1.0,2.0,3.0,2.0,2.0,3333.0,2166.0,130.0,360.0,-1.0,2.0,2.0
2.0,2.0,0.0,1.0,1.0,3167.0,2283.0,154.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,2333.0,1516.0,95.0,360.0,2.0,1.0,2.0
1.0,2.0,2.0,1.0,1.0,6540.0,0.0,205.0,360.0,2.0,2.0,2.0
1.0,2.0,3.0,1.0,1.0,3430.0,1250.0,128.0,360.0,1.0,2.0,1.0
1.0,2.0,2.0,1.0,1.0,3100.0,1400.0,113.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,1820.0,1719.0,100.0,360.0,2.0,1.0,2.0
1.0,2.0,3.0,1.0,1.0,3036.0,2504.0,158.0,360.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,3780.504224,0.0,66.838179,360.0,2.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,5124.0,0.0,124.0,-1.0,1.0,3.0,1.0
1.0,2.0,-1.0,2.0,1.0,2875.0,1750.0,105.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,7826.69149,0.0,150.865815,360.0,2.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,4625.0,2857.0,111.0,12.0,-1.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,4310.0,0.0,130.0,360.0,-1.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2785.0,2016.0,110.0,360.0,2.0,3.0,2.0
2.0,1.0,0.0,1.0,2.0,2500.0,0.0,93.0,360.0,-1.0,1.0,2.0
1.0,2.0,0.0,1.0,2.0,9560.0,0.0,191.0,360.0,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,3750.0,4750.0,176.0,360.0,2.0,1.0,1.0
1.0,2.0,0.0,2.0,1.0,2917.0,536.0,66.0,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,1977.0,997.0,50.0,360.0,2.0,2.0,2.0
1.0,2.0,2.0,1.0,2.0,16525.0,1014.0,150.0,360.0,2.0,3.0,2.0
1.0,2.0,2.0,1.0,1.0,3159.0,461.0,108.0,84.0,2.0,1.0,2.0
1.0,2.0,3.0,2.0,1.0,2647.0,1587.0,173.0,360.0,2.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,4028.878283,3476.033801,206.004153,360.0,-1.0,1.0,1.0
2.0,1.0,2.0,1.0,1.0,3427.0,0.0,138.0,360.0,2.0,1.0,1.0
1.0,2.0,2.0,1.0,1.0,3900.0,0.0,90.0,360.0,2.0,2.0,2.0
1.0,2.0,-1.0,2.0,1.0,3523.0,3230.0,152.0,360.0,1.0,3.0,1.0
1.0,2.0,2.0,1.0,1.0,8333.0,3167.0,165.0,360.0,2.0,3.0,2.0
1.0,2.0,2.0,1.0,2.0,6633.0,0.0,-1.0,360.0,1.0,3.0,1.0
1.0,1.0,1.0,1.0,1.0,4707.234987,0.0,98.297677,360.0,2.0,3.0,1.0
1.0,2.0,2.0,2.0,1.0,4200.0,1430.0,129.0,360.0,2.0,3.0,1.0
1.0,2.0,2.0,1.0,2.0,17500.0,0.0,400.0,360.0,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,1916.0,5063.0,67.0,360.0,-1.0,3.0,1.0
1.0,2.0,1.0,1.0,2.0,2178.0,0.0,66.0,300.0,1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,14583.0,0.0,436.0,360.0,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,6400.0,7250.0,180.0,360.0,1.0,1.0,1.0
1.0,2.0,0.0,2.0,1.0,4467.0,0.0,120.0,360.0,-1.0,3.0,2.0
1.0,1.0,0.0,2.0,-1.0,2550.0,2042.0,126.0,360.0,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,3322.945198,0.0,158.480379,360.0,2.0,3.0,1.0
1.0,2.0,3.0,1.0,1.0,15000.0,0.0,300.0,360.0,2.0,3.0,2.0
1.0,2.0,1.0,1.0,2.0,2895.0,0.0,95.0,360.0,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,1538.0,1425.0,30.0,360.0,2.0,1.0,2.0
1.0,2.0,2.0,2.0,1.0,2309.0,1255.0,125.0,360.0,1.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,3417.0,1750.0,186.0,360.0,2.0,1.0,2.0
1.0,2.0,1.0,1.0,1.0,3875.0,0.0,67.0,360.0,2.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,4583.0,5625.0,255.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,7660.0,0.0,104.0,360.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,4797.949167,2013.082647,185.0,360.0,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,8311.835265,0.0,154.752101,319.762014,1.0,1.0,1.0
2.0,2.0,0.0,2.0,1.0,3017.0,663.0,102.0,360.0,-1.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,3158.0,3053.0,89.0,360.0,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,10200.132517,0.0,211.061768,360.0,2.0,1.0,1.0
2.0,2.0,1.0,1.0,1.0,4608.0,2845.0,140.0,180.0,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,3180.0,0.0,71.0,360.0,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,3859.0,3300.0,142.0,180.0,2.0,3.0,2.0
1.0,1.0,2.0,1.0,1.0,3547.0,0.0,80.0,360.0,1.0,3.0,1.0
1.0,2.0,-1.0,2.0,1.0,3074.0,1800.0,123.0,360.0,1.0,2.0,1.0
2.0,1.0,0.0,1.0,1.0,2900.0,0.0,71.0,360.0,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,2014.0,1929.0,74.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,5928.359158,3178.895394,214.288217,360.0,2.0,3.0,1.0
1.0,2.0,3.0,1.0,1.0,5167.0,3167.0,200.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,5374.837257,0.0,117.557534,367.885657,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,1854.131697,3221.757061,150.11276,360.0,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,2346.632168,1539.771174,128.298342,368.311985,1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,4817.0,923.0,120.0,180.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,4544.518758,1476.219696,128.036235,360.0,2.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,6000.0,0.0,141.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,4301.0,0.0,118.0,360.0,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,2666.0,4300.0,121.0,360.0,2.0,3.0,2.0
2.0,1.0,1.0,1.0,2.0,8624.0,0.0,150.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3500.0,1667.0,114.0,360.0,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,4547.0,0.0,115.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3652.043914,4284.383036,174.748348,133.886019,1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,3872.339502,3289.067134,159.890525,360.0,1.0,1.0,1.0
1.0,2.0,1.0,1.0,1.0,1782.0,2232.0,107.0,360.0,2.0,3.0,2.0
2.0,1.0,1.0,1.0,1.0,2600.0,0.0,160.0,360.0,2.0,1.0,1.0
1.0,2.0,3.0,1.0,1.0,3466.0,3428.0,150.0,360.0,2.0,3.0,2.0
1.0,2.0,1.0,1.0,1.0,5468.0,1032.0,26.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3072.687035,1922.405911,117.033698,203.609578,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,2456.044348,1846.576632,132.38224,360.0,2.0,1.0,1.0
-1.0,2.0,1.0,1.0,2.0,9833.0,1833.0,182.0,180.0,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,5849.0,0.0,-1.0,360.0,2.0,1.0,2.0
2.0,2.0,0.0,1.0,1.0,4604.102171,0.0,120.388244,360.0,2.0,3.0,1.0
1.0,2.0,2.0,1.0,1.0,8333.0,0.0,246.0,360.0,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,6096.0,0.0,218.0,360.0,1.0,3.0,1.0
1.0,2.0,2.0,1.0,1.0,6250.0,5654.0,188.0,180.0,2.0,2.0,2.0
