@relation 'LOAN-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1'

@ATTRIBUTE 'Gender'	NUMERIC
@ATTRIBUTE 'Married'	NUMERIC
@ATTRIBUTE 'Dependents'	NUMERIC
@ATTRIBUTE 'Education'	NUMERIC
@ATTRIBUTE 'Self_Employed'	NUMERIC
@ATTRIBUTE 'ApplicantIncome'	NUMERIC
@ATTRIBUTE 'CoapplicantIncome'	NUMERIC
@ATTRIBUTE 'LoanAmount'	NUMERIC
@ATTRIBUTE 'Loan_Amount_Term'	NUMERIC
@ATTRIBUTE 'Credit_History'	NUMERIC
@ATTRIBUTE 'Property_Area'	NUMERIC
@attribute Loan_Status {1.0,2.0}

@data
1.0,2.0,0.0,2.0,1.0,2600,1911,116,360,1.0,2.0,1.0
-1.0,2.0,2.0,2.0,1.0,3365,1917,112,360,1.0,3.0,1.0
1.0,2.0,1.0,1.0,-1.0,3717,2925,151,360,-1.0,2.0,1.0
1.0,2.0,0.0,1.0,2.0,9560,0,191,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2799,2253,122,360,2.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,4226,1040,110,360,2.0,1.0,2.0
1.0,1.0,0.0,2.0,1.0,1442,0,35,360,2.0,1.0,1.0
2.0,1.0,2.0,1.0,-1.0,3750,2083,120,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,-1.0,4166,3369,201,360,-1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,3167,0,74,360,2.0,1.0,1.0
1.0,1.0,1.0,1.0,2.0,4692,0,106,360,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,3500,1667,114,360,2.0,2.0,2.0
1.0,1.0,3.0,1.0,1.0,12500,3000,320,360,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,2275,2067,-1,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,1828,1330,100,-1,1.0,1.0,1.0
2.0,2.0,0.0,1.0,1.0,3667,1459,144,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,4166,7210,184,360,2.0,1.0,2.0
1.0,1.0,0.0,2.0,1.0,3748,1668,110,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,3600,0,80,360,2.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,1800,1213,47,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,2400,0,75,360,-1.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,3941,2336,134,360,2.0,2.0,2.0
1.0,2.0,0.0,2.0,2.0,4695,0,96,-1,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,3410,0,88,-1,2.0,1.0,2.0
1.0,2.0,1.0,1.0,1.0,5649,0,44,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,5821,0,144,360,2.0,1.0,2.0
2.0,2.0,0.0,1.0,1.0,2645,3440,120,360,1.0,1.0,1.0
2.0,1.0,0.0,1.0,1.0,4000,2275,144,360,2.0,2.0,2.0
2.0,2.0,0.0,2.0,1.0,1928,1644,100,360,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,3086,0,120,360,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,4230,0,112,360,2.0,2.0,1.0
1.0,2.0,2.0,1.0,1.0,4616,0,134,360,2.0,1.0,1.0
2.0,2.0,1.0,1.0,2.0,11500,0,286,360,1.0,1.0,1.0
1.0,2.0,2.0,1.0,1.0,2708,1167,97,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2132,1591,96,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3366,2200,135,360,2.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,8080,2250,180,360,2.0,1.0,2.0
1.0,2.0,2.0,2.0,1.0,3357,2859,144,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,2500,3796,120,360,2.0,1.0,2.0
1.0,2.0,3.0,1.0,1.0,3029,0,99,360,2.0,1.0,2.0
1.0,2.0,0.0,2.0,2.0,2609,3449,165,180,1.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,4945,0,-1,360,1.0,3.0,1.0
2.0,1.0,0.0,1.0,1.0,4166,0,116,360,1.0,2.0,1.0
1.0,2.0,0.0,1.0,1.0,5726,4595,258,360,2.0,2.0,1.0
1.0,1.0,0.0,2.0,1.0,3200,2254,126,180,1.0,1.0,1.0
1.0,2.0,1.0,1.0,1.0,10750,0,312,360,2.0,1.0,2.0
1.0,2.0,3.0,2.0,2.0,7100,0,125,60,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,4300,0,136,360,1.0,2.0,1.0
1.0,2.0,0.0,1.0,1.0,3208,3066,172,360,2.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,1875,1875,97,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,3500,0,81,300,2.0,2.0,2.0
1.0,2.0,3.0,2.0,1.0,4755,0,95,-1,1.0,2.0,1.0
1.0,2.0,3.0,1.0,2.0,5266,1774,187,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,3750,0,113,480,2.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,3750,4750,176,360,2.0,1.0,1.0
1.0,2.0,1.0,1.0,2.0,1000,3022,110,360,2.0,1.0,1.0
1.0,2.0,3.0,1.0,1.0,3167,4000,180,300,1.0,2.0,1.0
1.0,2.0,3.0,2.0,2.0,3333,2166,130,360,-1.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,3846,0,111,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,2.0,2395,0,-1,360,2.0,2.0,2.0
2.0,2.0,2.0,1.0,1.0,1378,1881,167,360,2.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,6000,2250,265,360,-1.0,2.0,1.0
1.0,2.0,1.0,1.0,1.0,3988,0,50,240,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,2366,2531,136,360,2.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,3333,2000,99,360,-1.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2500,2118,104,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,8566,0,210,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,5695,4167,175,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2958,2900,131,360,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,6250,5654,188,180,2.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,3273,1820,81,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,4133,0,122,360,2.0,2.0,2.0
1.0,1.0,0.0,2.0,1.0,3620,0,25,120,2.0,2.0,2.0
1.0,1.0,0.0,1.0,-1.0,6782,0,-1,360,-1.0,1.0,1.0
2.0,2.0,0.0,1.0,1.0,2484,2302,137,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,1977,997,50,360,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,4188,0,115,180,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,1759,3541,131,360,2.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,4288,3263,133,180,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,4843,3806,151,360,2.0,2.0,2.0
1.0,2.0,-1.0,1.0,1.0,13650,0,-1,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,4652,3583,-1,360,2.0,2.0,2.0
1.0,-1.0,-1.0,1.0,1.0,3816,754,160,360,2.0,1.0,2.0
1.0,2.0,1.0,1.0,1.0,3052,1030,100,360,2.0,1.0,2.0
1.0,2.0,2.0,1.0,1.0,11417,1126,225,360,2.0,1.0,2.0
1.0,1.0,0.0,2.0,-1.0,7333,0,120,360,2.0,3.0,1.0
1.0,2.0,2.0,1.0,1.0,3800,3600,216,360,1.0,1.0,1.0
1.0,2.0,3.0,2.0,1.0,2071,754,94,480,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,5316,0,136,360,2.0,1.0,2.0
2.0,2.0,0.0,1.0,-1.0,2929,2333,139,360,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,3572,4114,152,-1,1.0,3.0,1.0
2.0,1.0,1.0,1.0,2.0,7451,0,-1,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,-1.0,5050,0,118,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,14583,0,185,180,2.0,3.0,2.0
2.0,2.0,0.0,1.0,1.0,3167,2283,154,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,2214,1398,85,360,-1.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,5568,2142,175,360,2.0,3.0,1.0
2.0,1.0,0.0,1.0,1.0,10408,0,259,360,2.0,1.0,2.0
1.0,2.0,-1.0,1.0,1.0,5667,2667,180,360,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,4166,0,44,360,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,2137,8980,137,360,1.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,2957,0,81,360,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,4300,2014,194,360,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,3692,0,93,360,-1.0,3.0,2.0
-1.0,2.0,3.0,1.0,1.0,23803,0,370,360,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,3865,1640,-1,360,2.0,3.0,2.0
1.0,2.0,1.0,1.0,2.0,10513,3850,160,180,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,6080,2569,182,360,-1.0,3.0,1.0
1.0,1.0,0.0,1.0,2.0,20166,0,650,480,-1.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,2014,1929,74,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,2718,0,70,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,2.0,3459,0,25,120,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,4895,0,102,360,2.0,2.0,2.0
1.0,2.0,3.0,1.0,1.0,4000,7750,290,360,2.0,2.0,1.0
2.0,2.0,0.0,1.0,1.0,4583,0,84,360,2.0,3.0,1.0
1.0,2.0,2.0,1.0,2.0,3316,3500,88,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,14999,0,242,360,1.0,2.0,1.0
1.0,2.0,2.0,2.0,1.0,4200,1430,129,360,2.0,3.0,1.0
1.0,2.0,2.0,1.0,1.0,5042,2083,185,360,2.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,5417,0,168,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,2.0,6950,0,175,180,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2698,2034,122,360,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,11757,0,187,180,2.0,1.0,2.0
2.0,2.0,0.0,1.0,1.0,2330,4486,100,360,2.0,2.0,2.0
2.0,2.0,2.0,1.0,1.0,14866,0,70,360,2.0,1.0,2.0
1.0,2.0,1.0,1.0,1.0,1538,1425,30,360,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,10000,1666,225,360,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,4860,830,125,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,6277,0,118,360,1.0,3.0,1.0
1.0,2.0,0.0,1.0,2.0,2577,3750,152,360,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,9166,0,244,360,2.0,1.0,1.0
1.0,2.0,2.0,2.0,1.0,2281,0,113,360,2.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,3254,0,50,360,2.0,1.0,2.0
1.0,2.0,3.0,1.0,1.0,39999,0,600,180,1.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,6000,0,160,360,-1.0,3.0,2.0
1.0,2.0,1.0,1.0,1.0,9538,0,187,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,-1.0,2980,2083,120,360,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,4583,5625,255,360,2.0,2.0,2.0
1.0,2.0,0.0,2.0,1.0,1863,1041,98,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,7933,0,275,360,2.0,1.0,1.0
1.0,2.0,1.0,1.0,1.0,3089,1280,121,360,1.0,2.0,1.0
1.0,2.0,2.0,1.0,1.0,4167,1447,158,360,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,9323,0,75,180,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,3707,3166,182,-1,2.0,3.0,2.0
2.0,2.0,0.0,1.0,1.0,4583,0,112,360,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,2439,3333,129,360,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,2237,0,63,480,1.0,2.0,1.0
1.0,2.0,2.0,1.0,1.0,8000,0,200,360,2.0,2.0,2.0
1.0,2.0,0.0,2.0,-1.0,1820,1769,95,360,2.0,3.0,2.0
-1.0,2.0,3.0,1.0,1.0,51763,0,700,300,2.0,1.0,2.0
1.0,2.0,3.0,2.0,1.0,3522,0,81,180,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,5708,5625,187,360,2.0,2.0,2.0
1.0,2.0,0.0,2.0,2.0,4344,736,87,360,2.0,2.0,1.0
1.0,2.0,0.0,1.0,1.0,3497,1964,116,360,2.0,3.0,2.0
1.0,2.0,2.0,1.0,1.0,2045,1619,101,360,2.0,3.0,2.0
1.0,2.0,3.0,1.0,1.0,5516,11300,495,360,1.0,2.0,1.0
1.0,2.0,1.0,1.0,1.0,3750,0,116,360,2.0,2.0,2.0
1.0,1.0,0.0,2.0,1.0,2333,1451,102,480,1.0,1.0,1.0
1.0,2.0,1.0,1.0,1.0,6400,7250,180,360,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,1916,5063,67,360,-1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,4600,0,73,180,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,33846,0,260,360,2.0,2.0,1.0
2.0,2.0,0.0,1.0,1.0,3625,0,108,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,2.0,39147,4750,120,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,2.0,2178,0,66,300,1.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,2383,2138,58,360,-1.0,3.0,2.0
-1.0,2.0,0.0,1.0,2.0,674,5296,168,360,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,9328,0,188,180,2.0,3.0,2.0
1.0,1.0,0.0,2.0,1.0,4885,0,48,360,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,12000,0,164,360,2.0,2.0,1.0
1.0,2.0,0.0,2.0,1.0,6033,0,160,360,2.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,3858,0,76,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,4191,0,120,360,2.0,3.0,2.0
1.0,2.0,1.0,1.0,1.0,3125,2583,170,360,2.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,8333,3750,187,360,2.0,3.0,2.0
2.0,1.0,0.0,2.0,1.0,1907,2365,120,-1,2.0,1.0,2.0
2.0,2.0,0.0,1.0,1.0,3416,2816,113,360,-1.0,2.0,2.0
1.0,1.0,0.0,1.0,2.0,11000,0,83,360,2.0,1.0,1.0
1.0,2.0,1.0,2.0,1.0,2600,2500,90,360,2.0,2.0,2.0
1.0,1.0,2.0,1.0,1.0,4923,0,166,360,1.0,2.0,2.0
1.0,2.0,3.0,2.0,1.0,3992,0,-1,180,2.0,1.0,1.0
1.0,2.0,1.0,2.0,1.0,3500,1083,135,360,2.0,1.0,2.0
1.0,2.0,2.0,2.0,1.0,3917,0,124,360,2.0,2.0,2.0
2.0,1.0,0.0,2.0,1.0,4408,0,120,360,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,3244,0,80,360,2.0,1.0,2.0
1.0,1.0,0.0,2.0,1.0,3975,2531,55,360,2.0,3.0,2.0
1.0,1.0,0.0,1.0,1.0,2479,0,59,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,3418,0,127,360,2.0,2.0,1.0
2.0,1.0,0.0,1.0,1.0,10000,0,214,360,2.0,2.0,1.0
1.0,2.0,3.0,1.0,1.0,3430,1250,128,360,1.0,2.0,1.0
1.0,2.0,1.0,1.0,2.0,7787,0,240,360,2.0,1.0,2.0
1.0,2.0,3.0,2.0,2.0,5703,0,130,360,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,3173,3021,137,360,2.0,1.0,2.0
1.0,2.0,3.0,2.0,1.0,3850,983,100,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,150,1800,135,360,2.0,3.0,1.0
1.0,2.0,0.0,1.0,1.0,3727,1775,131,360,2.0,2.0,2.0
1.0,2.0,2.0,1.0,-1.0,5000,0,72,360,1.0,2.0,1.0
2.0,2.0,2.0,1.0,1.0,4283,2383,127,360,-1.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2221,0,60,360,1.0,1.0,1.0
1.0,2.0,2.0,1.0,1.0,4009,1717,116,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,2971,2791,144,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,7578,1010,175,-1,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,6250,0,128,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3250,0,170,360,2.0,3.0,1.0
1.0,2.0,-1.0,2.0,2.0,4735,0,138,360,2.0,1.0,1.0
1.0,2.0,2.0,1.0,1.0,6250,1695,210,360,2.0,2.0,2.0
1.0,-1.0,-1.0,1.0,1.0,4758,0,158,480,2.0,2.0,2.0
1.0,1.0,0.0,1.0,2.0,6400,0,200,360,2.0,3.0,2.0
1.0,2.0,1.0,1.0,1.0,2491,2054,104,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,-1.0,3716,0,42,180,2.0,3.0,2.0
1.0,1.0,0.0,2.0,1.0,3189,2598,120,-1,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,8333,0,280,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,3155,1779,140,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,5500,1260,170,360,2.0,3.0,2.0
1.0,2.0,0.0,1.0,-1.0,5746,0,255,360,-1.0,1.0,1.0
2.0,1.0,0.0,1.0,2.0,3463,0,122,360,-1.0,1.0,2.0
2.0,1.0,1.0,1.0,1.0,3812,0,112,360,2.0,3.0,2.0
1.0,2.0,1.0,1.0,1.0,3315,0,96,360,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,5819,5000,120,360,2.0,3.0,2.0
1.0,2.0,1.0,2.0,1.0,2510,1983,140,180,2.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,2965,5701,155,60,2.0,1.0,2.0
1.0,2.0,2.0,1.0,2.0,6250,1300,108,360,2.0,3.0,2.0
1.0,2.0,0.0,2.0,1.0,3406,4417,123,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,2.0,6050,4333,120,180,2.0,1.0,1.0
1.0,2.0,2.0,1.0,1.0,9703,0,112,360,2.0,1.0,2.0
1.0,2.0,1.0,2.0,1.0,6608,0,137,180,2.0,1.0,2.0
1.0,2.0,1.0,1.0,1.0,2882,1843,123,480,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,1809,1868,90,360,2.0,1.0,2.0
1.0,2.0,0.0,2.0,1.0,1668,3890,201,360,1.0,2.0,1.0
2.0,1.0,2.0,1.0,1.0,3427,0,138,360,2.0,1.0,1.0
1.0,1.0,0.0,2.0,2.0,2583,2167,104,360,2.0,3.0,2.0
1.0,2.0,1.0,2.0,1.0,2661,7101,279,180,2.0,2.0,2.0
1.0,1.0,0.0,1.0,2.0,16250,0,192,360,1.0,1.0,1.0
2.0,1.0,3.0,1.0,1.0,3083,0,255,360,2.0,3.0,2.0
1.0,1.0,0.0,2.0,1.0,6045,0,115,360,1.0,3.0,1.0
1.0,2.0,3.0,1.0,1.0,5250,0,94,360,2.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,14683,2100,304,360,2.0,3.0,1.0
1.0,2.0,3.0,2.0,1.0,4931,0,128,360,-1.0,2.0,1.0
1.0,2.0,1.0,1.0,1.0,6083,4250,330,360,-1.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,2060,2209,134,360,2.0,2.0,2.0
2.0,1.0,1.0,1.0,1.0,3481,0,155,36,2.0,2.0,1.0
2.0,1.0,0.0,1.0,1.0,7200,0,120,360,2.0,3.0,2.0
1.0,1.0,0.0,1.0,2.0,5166,0,128,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,4095,3447,151,360,2.0,3.0,2.0
1.0,2.0,2.0,1.0,1.0,4708,1387,150,360,2.0,2.0,2.0
1.0,2.0,3.0,1.0,1.0,4333,1811,160,360,1.0,1.0,2.0
2.0,1.0,0.0,1.0,-1.0,3418,0,135,360,2.0,3.0,1.0
2.0,1.0,1.0,1.0,1.0,2876,1560,90,360,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,3237,0,30,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,11146,0,136,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,2833,1857,126,360,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,2620,2223,150,360,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,3900,0,90,360,2.0,2.0,2.0
1.0,2.0,1.0,1.0,1.0,2750,1842,115,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3993,3274,207,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,3103,1300,80,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,14583,0,436,360,2.0,2.0,2.0
2.0,2.0,0.0,2.0,1.0,4100,0,124,360,-1.0,3.0,2.0
1.0,1.0,1.0,2.0,2.0,4053,2426,158,360,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,3927,800,112,360,2.0,2.0,2.0
1.0,2.0,2.0,1.0,1.0,2301,985.799988,78,180,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,1811,1666,54,360,2.0,1.0,2.0
1.0,2.0,0.0,1.0,1.0,20667,0,-1,360,2.0,3.0,1.0
1.0,1.0,0.0,1.0,1.0,3158,3053,89,360,2.0,3.0,2.0
2.0,1.0,0.0,1.0,2.0,2600,1717,99,300,2.0,2.0,1.0
1.0,2.0,0.0,1.0,1.0,3704,2000,120,360,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,4124,0,115,360,2.0,2.0,2.0
1.0,1.0,0.0,1.0,1.0,9508,0,187,360,2.0,3.0,2.0
1.0,2.0,0.0,1.0,1.0,3075,2416,139,360,2.0,3.0,2.0
1.0,2.0,2.0,1.0,1.0,4400,0,127,360,1.0,2.0,1.0
1.0,2.0,2.0,1.0,1.0,3153,1560,134,360,2.0,1.0,2.0
2.0,1.0,-1.0,1.0,1.0,5417,0,143,480,1.0,1.0,1.0
1.0,2.0,0.0,1.0,1.0,2383,3334,172,360,2.0,2.0,2.0
1.0,2.0,3.0,1.0,-1.0,4416,1250,110,360,2.0,1.0,2.0
1.0,2.0,1.0,1.0,1.0,6875,0,200,360,2.0,2.0,2.0
2.0,2.0,1.0,1.0,1.0,4666,0,135,360,2.0,1.0,2.0
2.0,1.0,0.0,1.0,1.0,5000,2541,151,480,2.0,3.0,1.0
1.0,2.0,1.0,1.0,1.0,2014,2925,113,360,2.0,1.0,1.0
1.0,2.0,0.0,2.0,1.0,1800,2934,93,360,1.0,1.0,1.0
1.0,2.0,-1.0,2.0,1.0,2875,1750,105,360,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,5000,0,132,360,2.0,3.0,2.0
1.0,2.0,1.0,1.0,1.0,1625,1803,96,360,2.0,1.0,2.0
1.0,1.0,0.0,1.0,1.0,4000,2500,140,360,2.0,3.0,2.0
1.0,1.0,0.0,2.0,1.0,2000,0,-1,360,2.0,1.0,1.0
2.0,1.0,0.0,1.0,1.0,3762,1666,135,360,2.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,2400,1863,104,360,1.0,1.0,1.0
1.0,1.0,0.0,1.0,1.0,20233,0,480,360,2.0,3.0,1.0
1.0,2.0,2.0,2.0,1.0,7667,0,185,360,-1.0,3.0,2.0
2.0,1.0,0.0,1.0,1.0,2917,0,84,360,2.0,2.0,2.0
1.0,1.0,0.0,2.0,1.0,2927,2405,111,360,2.0,2.0,2.0
2.0,1.0,0.0,1.0,1.0,2507,0,56,360,2.0,3.0,2.0
1.0,2.0,2.0,1.0,2.0,5746,0,144,84,-1.0,3.0,2.0
-1.0,2.0,0.0,1.0,1.0,2473,1843,159,360,2.0,3.0,1.0
1.0,2.0,1.0,2.0,1.0,3399,1640,111,180,2.0,1.0,2.0
1.0,2.0,2.0,1.0,1.0,3717,0,120,360,2.0,2.0,2.0
1.0,2.0,0.0,1.0,1.0,2058,2134,88,360,-1.0,1.0,2.0
